<kakashi>「幻術が　とけた！？」=
<kakashi>「紅！　アスマ！！」=
<kakashi2>「いっきに　カタをつけさせてもらう！」=
<sakura>「まともな　そだちかた　してないからよ・・・|ホラ　アイツ　おやが　いないじゃない！？」=
<sakura>「いつも　ひとりで　ワガママしほーだい！|わたしだったら　おやにおこられちゃうけど」=
<sakura>「ひとりって　おやに　おこられないし　だから|いろんなところで　ワガママがでるのよ！」=
<sasuke>「こどく<w5>・<w5>・<w5>・」=
<sakura>「え？」=
<sasuke>「おやにしかられて　かなしいなんて|レベルじゃねーぞ」=
<sakura>「ど・・・<w16>　どうしたの？　きゅうに」=
<sasuke>「<blue>おまえ　“うざい”よ<black>」=
<symbol3A><small_sasuke>「おぼえてないな・・・」=
<sakura>「ハハ<w5>・<w5>・<w5>・<w5>　そうだよね|もう　ずいぶん　まえのことだもんね」=
<sakura>「でも　“あのひ”から　はじまったんだよ|サスケくんとわたし　ナルトに　カカシ先生」=
<sakura>「４にんで　いろんな任務やって|くるしかったし　いろいろたいへんだった」=
<sakura>「でも　やっぱり　なにより<w16>|・・・たのしかった」=
<sakura>「サスケくんのいちぞくのことは　しってる|でも　ふくしゅうだけなんて・・・」=
<sakura>「だれも　しあわせになんて　なれない|・・・サスケくんも　わたしも」=
<symbol3A><small_sasuke>「やっぱりな・・・」=
<sakura>「！？」=
<symbol3A><small_sasuke>「オレは　おまえとはちがう・・・<w16>　おまえたち|とは　まじわらない　ちがうみちにいる」=
<symbol3A><small_sasuke>「４にんで　やってきた・・・<w16>　それを|じぶんのみちと　おもおうとしたこともある」=
<symbol3A><small_sasuke>「４にんで　やってきたが　オレのこころは|けっきょく　ふくしゅうをきめた」=
<symbol3A><small_sasuke>「オレはそのために　いきてきた」=
<symbol3A><small_sasuke>「おれは　おまえや　ナルトのようには|なれない」=
<sakura>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=
<sakura>「また　サスケくんは　みずから|こどくになるの！？　サスケくんは　あのとき」=
<sakura>「こどくはつらいって　おしえてくれた|いまは　それが　いたいほど　わかる！」=
<sakura>「わたしには　かぞくも　ともだちもいる|だけど　サスケくんが　いなくなったら・・・」=
<sakura>「わたしには・・・<w16>　わたしにとっては|こどくとおなじ<w5>・<w5>・<w5>・」=
<symbol3A><small_sasuke>「また　ここから　それぞれ　あたらしいみちが|はじまるだけだ・・・」=
<sakura>「わたしは！　わたしは　サスケくんが　すきで|すきでたまらない！！」=
<sakura>「サスケくんが　わたしと　いっしょにいて|くれれば　ぜったい　こうかいさせない！」=
<sakura>「まいにち　たのしくするし　ぜったい|しあわせになるはずだから！！」=
<sakura>「サスケくんのためなら　なんだってする！|だから<w5>・<w5>・<w5>・」=
<sakura>「<blue>おねがいだから　ここにいて！！<black>」=
<symbol3A><small_sasuke>「・<w5>・<w5>・<w5>・<w5>・<w5>・」=
<sakura>「ふくしゅうだって　てつだう！　ぜったい|わたしが　なんとかして　みせるから・・・」=
<sakura>「だからここに　わたしと　いっしょにいて！|だめなら　わたしも　いっしょにつれてって」=
<symbol3A><small_sasuke>「<blue>やっぱり　おまえ・・・　“うざい”よ<black>」=
<sakura>「いかないで！！」=
<sakura>「いくなら　ここで　おおごえだして|でも・・・」=
<symbol3A><small_sasuke>「サクラ・・・<w16>　ありがとう<w5>・<w5>・<w5>・」=
<sakon>「おまちしておりました　<blue>“サスケさま”<black>」=
<symbol3A><small_sasuke>「・・・どういう　かぜの　ふきまわしだ」=
<sakon>「里を　ぬけられた　ときをもって　アナタは|わたしたちの　かしらになることに」=
<sakon>「きまっておりました・・・|いままでの　ぶれいを　おゆるしください」=
<symbol3A><small_sasuke>「フン　そんなこと　どうだっていい|いくぞ・・・」=
<symbol3A><small_sasuke><instant>「・・・はじまりだ！！」=
<sakura><instant>「サスケくん！！」=
<sakura>「やっぱり　いっちゃった　<w16>・・・のね」=
<sakura>「かなしんでる　ばあいじゃない・・・|火影さまに　ほうこくしに　いかなきゃ」=
<narrator>カカシを　そうさして　イタチ・キサメをたおせ！=
